MSN,YYYYMM,Value,Column_Order,Description,Total,Unit
"""NGTCPUS""","""197301""",2348.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197302""",2126.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197303""",2015.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197304""",1835.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197305""",1729.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197306""",1534.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197307""",1558.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197308""",1582.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197309""",1527.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197310""",1708.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197311""",1905.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197312""",2182.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197401""",2230.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197402""",2054.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197403""",2003.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197404""",1691.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197405""",1608.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197406""",1439.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197407""",1514.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197408""",1510.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197409""",1537.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197410""",1706.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197411""",1827.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197412""",2104.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197501""",2248.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197502""",1939.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197503""",1903.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197504""",1575.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197505""",1331.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197506""",1257.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197507""",1313.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197508""",1369.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197509""",1370.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197510""",1544.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197511""",1640.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197512""",2049.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197601""",2291.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197602""",1938.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197603""",1721.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197604""",1508.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197605""",1434.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197606""",1335.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197607""",1372.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197608""",1317.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197609""",1302.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197610""",1621.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197611""",1875.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197612""",2232.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197701""",2407.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197702""",1816.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197703""",1715.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197704""",1439.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197705""",1379.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197706""",1333.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197707""",1325.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197708""",1364.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197709""",1427.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197710""",1518.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197711""",1690.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197712""",2108.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197801""",2382.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197802""",2139.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197803""",1918.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197804""",1539.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197805""",1380.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197806""",1249.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197807""",1333.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197808""",1285.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197809""",1235.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197810""",1440.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197811""",1658.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197812""",2069.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197901""",2426.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197902""",2204.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197903""",1881.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197904""",1594.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197905""",1429.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197906""",1309.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197907""",1330.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197908""",1342.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197909""",1329.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197910""",1557.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197911""",1768.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""197912""",2072.0,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198001""",2237.743,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198002""",2146.771,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198003""",2053.945,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198004""",1534.606,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198005""",1356.886,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198006""",1254.894,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198007""",1295.339,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198008""",1282.343,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198009""",1299.286,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198010""",1522.266,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198011""",1760.559,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198012""",2128.957,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198101""",2278.606,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198102""",1895.003,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198103""",1899.431,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198104""",1488.053,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198105""",1426.31,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198106""",1308.775,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198107""",1313.666,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198108""",1312.564,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198109""",1264.828,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198110""",1518.67,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198111""",1618.811,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198112""",2076.436,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198201""",2399.675,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198202""",1984.032,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198203""",1837.55,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198204""",1485.344,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198205""",1135.848,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198206""",1114.557,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198207""",1144.818,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198208""",1151.351,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198209""",1140.232,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198210""",1310.003,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198211""",1559.477,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198212""",1738.63,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198301""",2213.214,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198302""",1843.29,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198303""",1747.152,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198304""",1496.541,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198305""",1230.706,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198306""",1066.512,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198307""",1061.975,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198308""",1099.67,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198309""",1038.264,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198310""",1101.002,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198311""",1290.257,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198312""",1646.329,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198401""",2340.098,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198402""",1954.809,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198403""",1840.305,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198404""",1598.622,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198405""",1345.87,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198406""",1175.392,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198407""",1152.304,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198408""",1153.879,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198409""",1085.049,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198410""",1180.176,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198411""",1392.366,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198412""",1731.657,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198501""",2101.708,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198502""",2147.152,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198503""",1720.244,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198504""",1445.883,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198505""",1147.342,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198506""",1076.486,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198507""",1118.766,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198508""",1118.153,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198509""",1041.132,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198510""",1147.302,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198511""",1312.844,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198512""",1903.931,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198601""",2152.685,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198602""",1885.053,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198603""",1731.49,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198604""",1347.833,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198605""",1165.392,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198606""",1036.177,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198607""",1030.964,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198608""",994.837,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198609""",939.93,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198610""",1016.429,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198611""",1244.243,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198612""",1676.265,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198701""",2124.807,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198702""",1918.243,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198703""",1747.714,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198704""",1436.241,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198705""",1183.088,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198706""",1098.082,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198707""",1092.381,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198708""",1124.635,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198709""",1043.469,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198710""",1220.126,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198711""",1415.682,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198712""",1806.34,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198801""",2186.595,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198802""",2037.697,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198803""",1866.947,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198804""",1463.656,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198805""",1302.434,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198806""",1170.361,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198807""",1176.486,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198808""",1222.415,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198809""",1098.633,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198810""",1231.925,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198811""",1452.505,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198812""",1819.933,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198901""",2041.11,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198902""",2029.521,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198903""",1971.375,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198904""",1609.047,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198905""",1378.679,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198906""",1231.45,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198907""",1257.991,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""198908""",1252.297,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
